GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,BCV001,BCV002,BCV003,BCV004,BCV005,BCV006,BCV007,BCV008,BCV009,BCV010,BCV011,BCV012,BCV013,BCV014,BCV015,BCV016,BCV017,BCV018,BCV019,BCV020,BCV021,BCV022,BCV023,BCV024,BCV025,BCV026,BCV027,BCV028,BCV029,BCV030,BCV031,BCV032,BCV033,BCV034,BCV035,BCV036,BCV037,BCV038,BCV039,BCV040,BCV041,BCV042,BCV043,BCV044,BCV045,BCV046,BCV047,BCV048,BCV049,BCV050,BCV051,BCV052,BCV053,BCV054,BCV055,BCV056,BCV057,BCV058,BCV059,BCV060,BCV061,BCV062,BCV063,BCV064,BCV065,BCV066,BCV067,BCV068,BCV069,BCV070,BCV071,BCV072,BCV073,BCV074,BCV075,BCV076,BCV077,BCV078,BCV079,BCV080,BCV081,BCV082,BCW001
"G4100070","1926","Oregon","410","Clatsop","0070","Clatsop","72","70",0,0,53,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,47,138,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,84,0,44,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,597,0,315,0,0,0,660,0,0,0,0,0,0,0,0,0,127,0,0,4090
"G4100090","1926","Oregon","410","Columbia","0090","Columbia","72","90",0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,263,32,0,0,0,103,0,0,0,0,0,0,0,0,294,0,0,0,0,0,34,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,139,0,51,0,0,0,683,0,0,0,0,0,0,0,0,0,45,0,0,2826
"G4100110","1926","Oregon","410","Coos","0110","Coos","72","110",0,0,122,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,51,0,0,0,0,0,0,651,0,0,0,0,0,0,0,0,0,473,0,518,0,0,0,803,0,0,0,0,0,0,0,0,0,452,0,0,4774
"G4100130","1926","Oregon","410","Crook","0130","Crook","72","130",0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,107,0,0,0,0,0,0,0,0,0,62,0,0,332
"G4100150","1926","Oregon","410","Curry","0150","Curry","72","150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,41,0,0,137
"G4100170","1926","Oregon","410","Deschutes","0170","Deschutes","72","170",0,0,97,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,65,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,259,0,169,0,0,0,819,0,0,0,0,0,0,0,0,0,340,0,0,2526
"G4100190","1926","Oregon","410","Douglas","0190","Douglas","72","190",0,0,182,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,12,0,24,0,0,0,0,0,0,1007,0,0,0,0,0,0,0,0,0,490,0,258,0,0,0,532,0,0,0,0,0,0,0,0,0,686,0,0,4951
"G4100210","1926","Oregon","410","Gilliam","0210","Gilliam","72","210",0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,694
"G4100230","1926","Oregon","410","Grant","0230","Grant","72","230",0,0,17,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,45,0,126,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,470
"G4100250","1926","Oregon","410","Harney","0250","Harney","72","250",0,0,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,23,0,0,0,330,0,0,0,0,0,0,0,0,0,83,0,0,553
"G4100270","1926","Oregon","410","Hood River","0270","Hood River","72","270",0,0,66,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,275,425,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,156,0,239,0,0,0,207,0,0,0,0,0,0,0,0,0,134,0,0,2223
"G4100290","1926","Oregon","410","Jackson","0290","Jackson","72","290",0,0,176,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,55,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1091,0,0,0,0,0,0,0,0,0,946,0,299,0,0,0,829,0,0,0,0,0,0,0,0,0,635,0,0,5979
"G4100310","1926","Oregon","410","Jefferson","0310","Jefferson","72","310",0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,312
"G4100330","1926","Oregon","410","Josephine","0330","Josephine","72","330",0,0,90,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,251,0,80,0,0,0,71,0,0,0,0,0,0,0,0,0,362,0,0,2125
"G4100350","1926","Oregon","410","Klamath","0350","Klamath","72","350",0,0,19,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,419,0,195,0,0,0,1261,0,0,0,0,0,0,0,0,0,25,0,0,2939
"G4100370","1926","Oregon","410","Lake","0370","Lake","72","370",0,0,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,51,0,20,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,479
"G4100390","1926","Oregon","410","Lane","0390","Lane","72","390",0,0,360,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,309,3496,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,101,0,0,0,0,0,0,2514,0,0,0,0,0,0,0,0,0,1227,0,263,0,0,0,1134,0,0,0,0,0,0,0,0,0,1481,0,0,12667
"G4100410","1926","Oregon","410","Lincoln","0410","Lincoln","72","410",0,0,68,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,140,0,90,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,816
"G4100430","1926","Oregon","410","Linn","0430","Linn","72","430",0,0,67,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1206,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,1122,0,0,0,0,0,0,0,0,0,971,0,12,0,0,0,847,0,0,0,0,0,0,0,0,0,848,0,0,7078
"G4100450","1926","Oregon","410","Malheur","0450","Malheur","72","450",0,0,18,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,150,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,9,0,152,0,0,0,412,0,0,0,0,0,0,0,0,0,221,0,0,1586
"G4100470","1926","Oregon","410","Marion","0470","Marion","72","470",0,0,429,2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,850,2103,0,0,0,484,0,0,0,0,610,0,0,0,0,0,0,266,0,0,1064,0,593,0,0,0,0,0,0,3025,0,0,0,0,0,0,0,0,0,1416,0,256,0,0,0,6045,0,0,0,0,0,0,0,0,0,1111,0,0,20655
"G4100490","1926","Oregon","410","Morrow","0490","Morrow","72","490",0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,298,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,16,0,127,0,0,0,258,0,0,0,0,0,0,0,0,0,31,0,0,920
"G4100510","1926","Oregon","410","Multnomah","0510","Multnomah","72","510",0,0,1513,21537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695,0,0,0,0,3494,2957,0,0,0,833,0,0,0,0,747,0,3199,0,924,0,0,680,0,0,541,0,1456,0,0,0,0,0,0,10266,0,0,0,0,0,0,0,0,0,9657,0,3515,0,0,0,27872,0,0,0,0,0,0,0,0,0,7083,0,0,97969
"G4100530","1926","Oregon","410","Polk","0530","Polk","72","530",0,0,103,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,665,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0,237,0,25,0,0,0,399,0,0,0,0,0,0,0,0,0,334,0,0,3585
"G4100550","1926","Oregon","410","Sherman","0550","Sherman","72","550",0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,75,0,0,559
"G4100570","1926","Oregon","410","Tillamook","0570","Tillamook","72","570",0,0,14,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,161,0,70,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,1962
"G4100590","1926","Oregon","410","Umatilla","0590","Umatilla","72","590",0,0,228,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,97,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,726,0,412,0,0,0,1262,0,0,0,0,0,0,0,0,0,910,0,0,6437
"G4100610","1926","Oregon","410","Union","0610","Union","72","610",0,0,70,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,0,0,0,0,0,380,0,408,0,0,0,661,0,0,0,0,0,0,0,0,0,209,0,0,4870
"G4100630","1926","Oregon","410","Wallowa","0630","Wallowa","72","630",0,0,18,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,214,0,48,0,0,0,214,0,0,0,0,0,0,0,0,0,18,0,0,1501
"G4100650","1926","Oregon","410","Wasco","0650","Wasco","72","650",0,0,8,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,177,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,663,0,0,0,0,0,0,0,0,0,149,0,0,2991
"G4100670","1926","Oregon","410","Washington","0670","Washington","72","670",0,0,343,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,633,602,0,0,0,173,0,0,0,0,58,0,0,0,0,0,0,102,0,0,0,0,800,0,0,0,0,0,0,1272,0,0,0,0,0,0,0,0,0,373,0,128,0,0,0,2870,0,0,0,0,0,0,0,0,0,397,0,0,8120
"G4100690","1926","Oregon","410","Wheeler","0690","Wheeler","72","690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"G4100710","1926","Oregon","410","Yamhill","0710","Yamhill","72","710",0,0,222,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1186,0,0,0,127,0,0,0,0,820,0,0,0,0,0,0,17,0,0,0,0,116,0,0,0,0,0,0,1439,0,0,0,0,0,0,0,0,0,399,0,144,0,0,0,810,0,0,0,0,0,0,0,0,0,1329,0,0,7136
"G4200010","1926","Pennsylvania","420","Adams","0010","Adams","14","10",0,0,0,222,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8905,86,0,140,0,938,0,0,0,0,0,0,0,0,0,595,0,45,0,0,3355,5583,0,0,0,0,0,725,0,0,0,0,0,0,21230
"G4200030","1926","Pennsylvania","420","Allegheny","0030","Allegheny","14","30",0,0,0,47023,0,191,0,0,0,0,0,24067,0,0,0,0,0,0,0,0,0,0,0,0,5617,7996,0,4667,0,1373,0,0,0,0,0,63939,0,0,1857,0,0,0,0,0,0,0,0,0,28648,0,3980,5881,0,54773,0,0,0,0,3145,0,0,0,0,67897,33023,19289,0,0,4286,397984,0,0,0,0,0,2719,0,0,0,11623,0,0,789978
"G4200050","1926","Pennsylvania","420","Armstrong","0050","Armstrong","14","50",0,0,0,1484,0,410,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,7900,0,21,0,0,4786,0,0,0,0,0,0,0,0,0,6163,1430,868,0,0,1259,10496,0,0,0,0,0,0,0,0,0,1722,0,0,37442
"G4200070","1926","Pennsylvania","420","Beaver","0070","Beaver","14","70",0,0,0,4309,0,0,0,0,0,0,0,1187,0,0,0,0,0,0,0,0,0,0,0,0,123,611,0,581,0,586,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,5872,0,608,293,0,6986,0,0,0,0,0,0,0,0,0,7347,3729,1667,0,0,0,26069,0,0,0,0,0,310,0,0,0,1675,0,0,62630
"G4200090","1926","Pennsylvania","420","Bedford","0090","Bedford","14","90",0,0,0,2244,0,2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770,131,14,125,0,3745,0,0,0,0,0,0,0,0,0,284,0,39,0,0,2798,838,0,0,0,0,0,303,0,0,0,25,0,0,16466
"G4200110","1926","Pennsylvania","420","Berks","0110","Berks","14","110",0,0,0,5581,0,397,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,1984,0,0,0,176,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,49258,905,160,50,0,3001,0,0,0,0,364,0,0,0,0,1119,0,1847,0,0,28650,20005,0,0,0,0,0,974,0,0,0,1095,0,0,118684
"G4200130","1926","Pennsylvania","420","Blair","0130","Blair","14","130",0,0,0,2884,0,4027,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,386,0,651,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,12983,394,189,303,0,13086,0,0,0,0,0,0,0,0,0,5568,236,1627,0,0,3493,22230,0,0,0,0,0,3569,0,0,0,1647,0,0,75688
"G4200150","1926","Pennsylvania","420","Bradford","0150","Bradford","14","150",0,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,1716,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,6163,0,0,0,0,0,0,0,0,0,2727,0,1153,0,0,0,4627,0,0,0,0,0,0,0,0,0,1836,0,0,19903
"G4200170","1926","Pennsylvania","420","Bucks","0170","Bucks","14","170",0,0,0,809,0,140,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,1409,0,199,0,0,0,0,0,0,0,0,0,0,0,0,13965,2147,182,212,0,3052,0,0,0,0,0,0,0,0,0,3101,0,2852,0,0,6084,15053,0,0,0,0,0,0,0,0,0,1308,0,0,51381
"G4200190","1926","Pennsylvania","420","Butler","0190","Butler","14","190",0,0,0,3520,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,100,436,0,365,0,235,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,5240,0,27,0,0,5574,0,0,0,0,0,0,0,0,0,6507,4778,411,0,0,2488,14319,0,0,0,0,0,0,0,0,0,888,0,0,45216
"G4200210","1926","Pennsylvania","420","Cambria","0210","Cambria","14","210",0,0,0,3473,0,2468,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,660,1191,0,1340,0,4501,0,0,0,0,0,1138,0,0,88,0,0,0,0,0,0,0,0,0,10191,432,52,269,0,8544,0,0,0,0,242,0,0,0,0,4520,155,1417,0,0,970,79518,0,0,0,0,0,5117,0,0,0,1259,0,0,128155
"G4200230","1926","Pennsylvania","420","Cameron","0230","Cameron","14","230",0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,0,0,0,0,0,0,0,0,0,145,0,224,0,0,0,870,0,0,0,0,0,0,0,0,0,74,0,0,2120
"G4200250","1926","Pennsylvania","420","Carbon","0250","Carbon","14","250",0,0,0,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,144,0,506,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,10479,70,0,0,0,1637,0,0,0,0,0,0,0,0,0,942,0,1977,0,0,4981,23197,0,0,0,0,0,0,0,0,0,354,0,0,46251
"G4200270","1926","Pennsylvania","420","Centre","0270","Centre","14","270",0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,0,0,0,1556,0,0,0,60,0,140,0,0,0,0,0,0,0,0,0,0,0,0,3505,0,70,0,0,4887,0,0,0,0,0,0,0,0,0,1768,0,1026,0,0,2206,2307,0,0,0,0,0,1209,0,0,0,747,0,0,21015
"G4200290","1926","Pennsylvania","420","Chester","0290","Chester","14","290",0,0,0,2278,0,416,0,0,0,0,0,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,78,0,0,0,2787,0,1153,0,0,0,0,0,0,0,0,0,0,0,0,3602,102,896,100,0,8769,0,0,0,0,0,0,0,0,0,8793,0,3633,0,0,1870,13502,0,0,0,0,0,187,0,0,0,4307,0,0,53860
"G4200310","1926","Pennsylvania","420","Clarion","0310","Clarion","14","310",0,0,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834,0,0,0,0,3873,0,0,0,0,0,0,0,0,0,2227,50,104,0,0,1151,3836,0,0,0,0,0,0,0,0,0,622,0,0,15102
"G4200330","1926","Pennsylvania","420","Clearfield","0330","Clearfield","14","330",0,0,0,2199,0,151,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,48,88,0,1022,0,530,0,0,0,119,0,420,0,0,1337,0,0,0,0,0,0,0,0,0,2176,44,28,0,0,9943,0,0,0,0,0,0,0,0,0,4137,100,934,0,0,645,15333,0,0,0,0,0,2339,0,0,0,1464,0,0,43096
"G4200350","1926","Pennsylvania","420","Clinton","0350","Clinton","14","350",0,0,0,201,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1314,0,0,0,1259,0,0,0,0,0,125,0,0,272,0,0,0,0,0,0,0,0,0,1922,0,18,0,0,3655,0,0,0,0,0,0,0,0,0,1152,0,675,0,0,774,3917,0,0,0,0,0,0,0,0,0,179,0,0,15511
"G4200370","1926","Pennsylvania","420","Columbia","0370","Columbia","14","370",0,0,0,208,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,0,656,0,2155,0,0,0,127,0,187,0,0,0,0,0,0,0,0,0,0,0,0,7241,0,18,0,0,6080,0,0,0,0,0,0,0,0,0,1446,0,798,0,0,1696,5412,0,0,0,0,0,346,0,0,0,570,0,0,28153
"G4200390","1926","Pennsylvania","420","Crawford","0390","Crawford","14","390",0,0,0,1929,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,469,227,0,0,0,10,0,0,0,0,0,400,0,0,300,0,0,0,0,0,0,0,0,0,414,0,174,0,0,6966,0,0,0,0,0,0,0,0,0,2749,1074,915,0,0,1290,8322,0,0,0,0,0,690,0,0,0,1798,0,0,27873
"G4200410","1926","Pennsylvania","420","Cumberland","0410","Cumberland","14","410",0,0,0,2895,0,483,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6886,198,137,298,0,2784,0,0,0,0,0,0,0,0,0,2592,185,371,0,0,1337,685,0,0,0,0,0,5201,0,0,0,0,0,0,26984
"G4200430","1926","Pennsylvania","420","Dauphin","0430","Dauphin","14","430",0,0,0,5689,0,864,0,0,0,0,0,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,229,0,2081,0,0,0,0,0,5300,0,0,0,0,0,0,0,0,0,0,0,0,21022,235,534,703,0,9137,0,0,0,0,0,0,0,0,0,7190,0,2109,0,0,5166,12900,0,0,0,0,0,8908,0,0,0,919,0,0,85080
"G4200450","1926","Pennsylvania","420","Delaware","0450","Delaware","14","450",0,0,0,1978,0,0,0,0,0,0,0,2301,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,155,0,0,0,0,0,1912,0,2315,0,0,0,0,0,0,0,0,0,0,0,0,4147,0,1776,385,0,12131,0,0,0,0,0,0,0,0,0,10386,478,10727,0,0,0,36739,0,0,0,0,0,0,0,0,0,3970,0,0,89649
"G4200470","1926","Pennsylvania","420","Elk","0470","Elk","14","470",0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1195,0,0,0,0,0,0,0,0,0,891,0,0,0,0,1923,0,0,0,0,0,0,0,0,0,924,0,500,0,0,289,12444,0,0,0,0,0,127,0,0,0,194,0,0,18742
"G4200490","1926","Pennsylvania","420","Erie","0490","Erie","14","490",0,0,0,5349,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,287,0,448,0,0,0,0,0,1630,0,0,758,0,0,0,0,0,0,0,0,0,7490,0,150,106,0,11142,0,0,0,0,385,0,0,0,0,6876,825,3055,0,0,35,45420,0,0,0,0,0,1392,0,0,0,3268,0,0,89106
"G4200510","1926","Pennsylvania","420","Fayette","0510","Fayette","14","510",0,0,0,6409,0,1268,0,0,0,0,0,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,3465,0,1348,0,556,0,0,0,0,0,2190,0,0,0,0,0,0,0,0,0,0,0,0,3068,62,489,227,0,7438,0,0,0,0,0,0,0,0,0,9131,545,885,0,0,266,38198,0,0,0,0,0,1521,0,0,0,3882,0,0,84071
"G4200530","1926","Pennsylvania","420","Forest","0530","Forest","14","530",0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,1339
"G4200550","1926","Pennsylvania","420","Franklin","0550","Franklin","14","550",0,0,0,4456,0,1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6512,411,205,325,0,3119,0,0,0,0,0,0,0,0,0,2473,43,544,0,0,3688,1413,0,0,0,0,0,5027,0,0,0,0,0,0,30470
"G4200570","1926","Pennsylvania","420","Fulton","0570","Fulton","14","570",0,0,0,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,16,103,0,1484,0,0,0,0,0,0,0,0,0,348,98,0,0,0,161,0,0,0,0,0,0,58,0,0,0,0,0,0,4020
"G4200590","1926","Pennsylvania","420","Greene","0590","Greene","14","590",0,0,0,3031,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2989,0,0,0,0,0,0,0,0,0,2356,0,23,0,0,0,2341,0,0,0,0,0,0,0,0,0,2420,0,0,14460
"G4200610","1926","Pennsylvania","420","Huntingdon","0610","Huntingdon","14","610",0,0,0,496,0,1074,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931,0,83,136,0,6190,0,0,0,0,0,0,0,0,0,2194,71,98,0,0,1214,1503,0,0,0,0,0,1031,0,0,0,618,0,0,16830
"G4200630","1926","Pennsylvania","420","Indiana","0630","Indiana","14","630",0,0,0,1757,0,438,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,698,0,438,0,828,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,2877,0,0,284,0,4235,0,0,0,0,0,0,0,0,0,5567,2551,191,0,0,0,12146,0,0,0,0,0,355,0,0,0,1189,0,0,33835
