GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A7G001,A7G002,A7G003,A7G004,A7G005,A7G006,A7G007,A7G008,A7G009,A7G010,A7G011,A7G012,A7G013,A7G014,A7G015,A7G016,A7G017,A7G018,A7G019,A7G020,A7G021,A7G022,A7G023,A7G024,A7G025,A7G026,A7G027,A7G028,A7G029,A7G030,A7G031,A7G032,A7G033,A7G034,A7G035,A7G036,A7G037,A7G038,A7G039,A7G040,A7G041,A7G042,A7G043,A7G044,A7G045,A7G046,A7G047,A7G048,A7G049,A7G050,A7G051,A7G052,A7G053,A7G054,A7G055,A7G056,A7G057,A7G058,A7G059,A7G060,A7G061,A7G062,A7G063,A7G064,A7G065,A7G066,A7G067,A7G068,A7G069,A7G070,A7G071,A7G072,A7G073,A7G074,A7G075,A7G076,A7G077,A7G078,A7G079,A7G080,A7G081,A7G082,A7G083,A7G084,A7G085,A7G086,A7G087,A7G088,A7G089,A7G090,A7G091,A7G092,A7G093,A7G094,A7G095,A7G096,A7G097,A7G098,A7G099,A7G100,A7G101,A7G102,A7G103,A7G104,A7G105,A7G106,A7G107,A7G108,A7G109,A7H001
"G1801430","1916","Indiana","180","Scott","1430","Scott","22","1430",0,0,0,0,0,0,0,0,0,0,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,92,0,0,0,0,0,0,28,0,0,0,0,0,126,0,0,0,0,0,0,0,0,3241
"G1801450","1916","Indiana","180","Shelby","1450","Shelby","22","1450",0,0,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,0,0,0,810,0,0,147,0,784,0,0,0,0,0,0,0,538,0,0,0,0,0,0,1414,0,0,0,0,0,441,0,0,0,0,0,0,0,0,12108
"G1801470","1916","Indiana","180","Spencer","1470","Spencer","22","1470",0,0,0,0,0,0,0,0,48,320,448,110,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,55,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,3240,0,0,0,0,0,1584,0,0,0,81,0,0,0,0,10006
"G1801490","1916","Indiana","180","Starke","1490","Starke","22","1490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,55,0,0,0,0,417,0,0,0,0,0,106,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,35,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,79,0,0,0,0,0,0,0,0,3301
"G1801510","1916","Indiana","180","Steuben","1510","Steuben","22","1510",0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,392,1656,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,5356
"G1801530","1916","Indiana","180","Sullivan","1530","Sullivan","22","1530",0,0,0,0,0,0,0,0,0,20,1477,43,0,0,0,0,0,0,0,0,120,0,0,0,0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4695,0,0,0,346,0,0,0,0,51,0,0,0,0,0,0,0,277,0,0,0,0,0,0,478,0,0,0,0,0,63,0,0,0,2174,0,0,67,0,11149
"G1801550","1916","Indiana","180","Switzerland","1550","Switzerland","22","1550",0,0,0,0,0,0,0,0,0,0,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,159,0,0,0,0,65,0,29,0,0,0,0,0,210,0,0,0,0,0,0,0,0,3274
"G1801570","1916","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",0,0,0,0,0,0,0,0,0,157,740,0,0,0,0,0,70,0,0,0,0,0,0,0,0,936,0,0,0,0,0,0,0,0,0,343,0,254,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,599,0,0,0,0,0,0,105,0,0,0,0,0,0,0,4632,0,0,0,0,0,0,20,0,584,0,0,0,0,0,0,0,1175,0,174,0,0,430,0,6128,0,0,0,0,0,1889,0,0,0,0,0,0,50,0,18645
"G1801590","1916","Indiana","180","Tipton","1590","Tipton","22","1590",0,0,0,0,0,0,0,0,0,0,490,30,0,0,0,0,86,0,0,0,248,0,0,0,0,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,50,0,403,0,0,0,0,0,0,0,294,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,391,0,6683
"G1801610","1916","Indiana","180","Union","1610","Union","22","1610",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,130,0,0,0,140,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,556,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,77,0,2177
"G1801630","1916","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",0,0,0,0,0,0,0,0,919,959,714,73,0,0,0,0,0,0,0,0,118,0,0,0,0,910,0,0,0,0,0,189,0,0,0,5672,0,875,0,0,0,0,0,0,0,0,0,0,200,0,180,0,0,0,0,1677,0,0,0,0,0,0,766,0,0,0,0,0,0,0,4305,0,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,2245,0,425,0,0,0,0,12162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33567
"G1801650","1916","Indiana","180","Vermillion","1650","Vermillion","22","1650",0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,4050,0,0,0,0,0,595,0,0,0,148,0,0,379,0,8294
"G1801670","1916","Indiana","180","Vigo","1670","Vigo","22","1670",0,0,0,0,0,0,0,0,0,439,2271,28,0,0,0,0,0,0,0,0,293,0,0,0,771,2229,0,0,0,0,0,117,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,400,0,0,0,0,0,0,410,0,0,0,0,0,0,0,6706,0,0,0,0,0,0,0,0,1120,0,0,0,0,0,0,0,817,0,718,0,0,367,0,6407,0,0,0,0,0,3097,0,0,0,582,0,0,25,0,27037
"G1801690","1916","Indiana","180","Wabash","1690","Wabash","22","1690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,904,0,0,531,0,0,0,0,1613,0,0,0,0,0,475,0,0,0,345,0,150,0,0,0,0,0,0,0,0,0,0,246,0,48,0,0,0,0,96,0,0,0,0,0,0,57,0,0,0,0,0,0,0,3120,0,0,0,0,0,0,339,0,409,0,0,0,0,0,0,0,776,0,0,0,0,0,0,698,0,0,0,0,0,691,0,0,0,58,0,0,435,0,12101
"G1801710","1916","Indiana","180","Warren","1710","Warren","22","1710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,62,0,0,0,0,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2675
"G1801730","1916","Indiana","180","Warrick","1730","Warrick","22","1730",0,0,0,0,0,0,0,0,1835,0,318,360,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,75,0,0,0,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2431,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,393,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8064
"G1801750","1916","Indiana","180","Washington","1750","Washington","22","1750",0,0,0,0,0,0,0,0,0,0,908,379,0,0,0,0,0,0,0,0,0,0,0,0,0,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,344,0,35,0,0,80,0,0,0,0,0,0,0,292,0,0,0,1561,0,0,136,0,8547
"G1801770","1916","Indiana","180","Wayne","1770","Wayne","22","1770",0,0,0,0,0,0,0,0,0,0,403,51,0,0,0,0,348,0,0,0,205,0,0,0,0,1900,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1356,0,200,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,3318,0,0,0,0,0,0,103,0,786,0,0,0,0,0,0,0,1037,0,188,0,0,0,0,4558,0,0,0,0,0,377,0,0,0,0,0,0,2830,0,18149
"G1801790","1916","Indiana","180","Wells","1790","Wells","22","1790",0,0,0,0,0,0,0,0,0,0,963,0,0,0,0,0,105,0,0,0,601,0,0,0,0,213,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283,0,0,0,603,0,0,139,0,735,0,0,0,0,0,0,0,684,0,0,0,0,1005,0,92,0,0,0,0,0,974,0,0,0,0,0,0,206,0,8976
"G1801810","1916","Indiana","180","White","1810","White","22","1810",0,0,0,0,0,0,0,0,0,0,1185,0,0,0,0,0,101,0,0,0,40,0,0,0,0,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154,0,0,0,61,0,0,0,0,863,0,0,0,0,0,0,0,628,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6551
"G1801830","1916","Indiana","180","Whitley","1830","Whitley","22","1830",0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,356,0,0,0,316,0,0,0,0,140,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,120,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,0,0,0,0,0,0,100,0,549,0,0,0,0,0,0,0,200,0,13,0,0,0,0,383,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,5748
"G1900010","1916","Iowa","190","Adair","0010","Adair","31","10",0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,350,203,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,230,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,420,0,0,0,0,0,0,992,0,0,0,0,0,0,0,0,0,0,0,0,87,0,5461
"G1900030","1916","Iowa","190","Adams","0030","Adams","31","30",0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,192,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,446,0,0,0,0,0,0,365,0,0,0,0,0,60,0,0,0,0,0,0,0,0,3810
"G1900050","1916","Iowa","190","Allamakee","0050","Allamakee","31","50",0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,64,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0,0,215,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,687,0,0,0,0,511,0,4783,0,0,0,0,0,197,0,0,0,0,0,0,0,0,9807
"G1900070","1916","Iowa","190","Appanoose","0070","Appanoose","31","70",0,0,0,0,0,0,0,0,0,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,172,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803,0,0,0,0,0,0,0,0,713,0,0,0,0,0,0,0,367,0,0,0,0,0,0,3300,0,0,0,0,0,473,0,0,0,0,0,0,0,0,12038
"G1900090","1916","Iowa","190","Audubon","0090","Audubon","31","90",0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,119,208,0,0,0,0,0,186,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,543,0,0,0,0,0,0,0,0,0,0,0,0,783,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,290,0,0,0,0,0,0,429,0,0,0,0,0,86,0,0,0,0,0,0,0,0,3693
"G1900110","1916","Iowa","190","Benton","0110","Benton","31","110",0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,192,1346,0,0,0,0,0,277,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,54,0,116,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,761,60,0,0,0,0,0,2120,0,0,0,0,0,198,0,100,0,0,0,0,0,0,9299
"G1900130","1916","Iowa","190","Black Hawk","0130","Black Hawk","31","130",0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,0,0,0,0,0,0,0,0,941,620,0,0,0,0,0,962,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,322,1442,260,0,0,0,0,0,0,0,0,0,0,0,0,3779,0,0,0,0,0,0,0,0,2314,0,0,0,0,0,0,0,1933,288,362,0,0,0,0,6361,0,0,0,0,0,330,0,215,0,0,0,0,0,0,22366
"G1900150","1916","Iowa","190","Boone","0150","Boone","31","150",0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,133,462,0,0,0,0,0,133,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,1154,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2378,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,475,0,100,0,0,0,0,970,0,0,0,0,0,81,0,0,0,0,0,0,0,0,8712
"G1900170","1916","Iowa","190","Bremer","0170","Bremer","31","170",0,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,387,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,105,0,105,0,0,187,0,806,0,0,0,0,0,148,0,0,0,0,0,0,0,0,9370
"G1900190","1916","Iowa","190","Buchanan","0190","Buchanan","31","190",0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,316,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,438,0,0,0,0,0,0,0,0,0,0,0,0,0,2115,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,1051,0,116,0,0,0,0,3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8878
"G1900210","1916","Iowa","190","Buena Vista","0210","Buena Vista","31","210",0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,354,125,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,954,0,0,100,0,0,226,303,762,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1612,0,0,0,0,0,0,0,0,622,0,0,0,0,0,0,0,688,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7098
"G1900230","1916","Iowa","190","Butler","0230","Butler","31","230",0,0,0,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0,0,0,0,217,269,0,0,0,0,0,231,0,0,0,488,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,862,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,361,0,0,82,278,0,0,824,0,0,0,0,0,553,0,20,0,0,0,0,0,0,6397
"G1900250","1916","Iowa","190","Calhoun","0250","Calhoun","31","250",0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,302,740,0,0,0,0,0,50,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,227,0,0,634,0,0,0,0,687,102,0,0,0,0,0,0,0,0,0,0,0,0,0,2275,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,802,0,0,0,0,0,0,1124,0,0,0,0,0,113,0,91,0,0,0,0,0,0,7876
"G1900270","1916","Iowa","190","Carroll","0270","Carroll","31","270",0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,75,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1216,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,584,0,24,0,0,0,0,8573,0,0,0,0,0,203,0,0,0,0,0,0,66,0,12053
"G1900290","1916","Iowa","190","Cass","0290","Cass","31","290",0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,812,907,0,0,0,0,0,125,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,35,355,0,43,0,0,0,0,0,0,0,0,0,0,0,0,2218,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,351,112,11,0,0,0,0,1123,0,0,0,0,0,0,0,160,0,0,0,0,0,0,7171
"G1900310","1916","Iowa","190","Cedar","0310","Cedar","31","310",0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,499,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,713,135,22,0,0,222,0,814,0,0,0,0,0,36,0,0,0,0,0,0,282,0,5695
"G1900330","1916","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",0,0,0,0,0,0,0,0,0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,1100,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,34,333,0,482,63,0,0,0,0,0,0,0,0,0,0,0,0,2634,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,233,0,123,0,292,0,0,3223,0,0,0,0,0,51,0,0,0,0,0,0,0,0,11326
"G1900350","1916","Iowa","190","Cherokee","0350","Cherokee","31","350",0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,275,564,0,0,0,0,0,44,0,0,0,35,0,0,0,109,0,0,0,0,0,0,0,207,0,0,0,0,0,30,0,475,0,53,0,0,0,0,0,0,0,0,0,0,0,0,1291,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,644,37,0,0,0,0,0,1730,0,0,0,0,0,0,0,53,0,0,0,0,0,0,5817
"G1900370","1916","Iowa","190","Chickasaw","0370","Chickasaw","31","370",0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,536,127,0,0,0,0,0,62,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,290,70,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8913
"G1900390","1916","Iowa","190","Clarke","0390","Clarke","31","390",0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0,0,0,0,0,0,0,786,0,0,0,0,0,0,0,86,0,0,0,0,0,0,192,0,0,0,0,0,160,0,0,0,0,0,0,101,0,3726
"G1900410","1916","Iowa","190","Clay","0410","Clay","31","410",0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,605,235,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,68,50,305,0,0,0,0,0,0,0,0,0,0,0,0,1299,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,43,0,72,0,71,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,99,0,4036
"G1900430","1916","Iowa","190","Clayton","0430","Clayton","31","430",0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,574,16,0,0,0,0,0,72,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,74,360,0,109,0,34,0,583,0,1629,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,111,0,0,0,0,0,0,4040,0,0,0,0,0,160,0,0,0,0,0,0,0,0,10197
"G1900450","1916","Iowa","190","Clinton","0450","Clinton","31","450",0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,512,228,0,0,0,0,0,80,0,0,0,40,0,0,0,100,0,0,0,0,0,0,0,158,308,0,0,0,0,0,236,931,804,0,0,0,0,0,0,0,0,0,0,0,0,0,1611,0,0,0,0,0,0,0,0,1056,0,0,0,0,0,0,0,847,171,464,0,0,615,0,7856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16501
"G1900470","1916","Iowa","190","Crawford","0470","Crawford","31","470",0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,707,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1642,195,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,530,0,65,0,0,0,0,1801,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7128
"G1900490","1916","Iowa","190","Dallas","0490","Dallas","31","490",0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,173,1861,0,0,0,0,0,31,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3289,0,0,0,0,0,0,0,0,876,0,0,0,0,0,0,0,692,0,0,0,0,0,0,1456,0,0,0,0,0,782,0,0,0,0,0,0,149,0,9828
"G1900510","1916","Iowa","190","Davis","0510","Davis","31","510",0,0,0,0,0,0,0,0,0,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,656,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5692
"G1900530","1916","Iowa","190","Decatur","0530","Decatur","31","530",0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692,0,0,0,0,0,0,0,0,755,0,0,0,0,0,0,0,324,0,22,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,25,0,6713
"G1900550","1916","Iowa","190","Delaware","0550","Delaware","31","550",0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,132,513,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,435,0,0,0,0,0,0,2953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6430
"G1900570","1916","Iowa","190","Des Moines","0570","Des Moines","31","570",0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,531,430,0,0,0,0,0,0,0,0,0,1640,0,0,0,183,0,0,0,0,0,0,0,987,1362,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,3435,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,882,103,200,0,0,0,0,4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16614
"G1900590","1916","Iowa","190","Dickinson","0590","Dickinson","31","590",0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,303,0,0,0,0,0,0,888,0,0,0,0,0,0,0,0,0,0,0,0,94,0,3049
"G1900610","1916","Iowa","190","Dubuque","0610","Dubuque","31","610",0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,200,0,0,0,0,363,823,0,0,0,0,0,0,0,0,0,0,0,0,0,1638,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,1125,0,402,0,0,209,0,29456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36257
